agglosID,n1000000,n100000,n50000,n20000,n10000,n7500,n5000,n2500,n1500,n1000,n750,n500,n400,n300,n250,n200,n175,n150,n125,n100,n90,n80,n70,n60,n50,n40,n30,n20,n10,n5,n0,a1000000,a100000,a50000,a20000,a10000,a7500,a5000,a2500,a1500,a1000,a750,a500,a400,a300,a250,a200,a175,a150,a125,a100,a90,a80,a70,a60,a50,a40,a30,a20,a10,a5,a0,CITY,COUNTRY,NSMALL B
2051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000399521,0.002397123,0.004394726,0.010387535,0.022373152,0.053935278,0.078705553,0.10427487,0.141030763,0.190171794,0.252497004,0.389532561,0.563324011,0.70115861,0.87495006,0.988413903,2503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002905595,0.013771553,0.022863834,0.046798915,0.087672406,0.175526072,0.234093778,0.288205615,0.35656918,0.436545629,0.521045767,0.674098269,0.827356466,0.913312336,0.977613934,0.998671326,100063.5297,Bontrug,ZAF,632
2052,0,0,0,0,0,0,0,0,0,0,0.000831486,0.002771619,0.005820399,0.018015521,0.032427938,0.058203991,0.073447894,0.095620843,0.12943459,0.170731707,0.188747228,0.208702882,0.238636364,0.265521064,0.311529933,0.37195122,0.466740576,0.63386918,0.855044346,0.981430155,3608,0,0,0,0,0,0,0,0,0,0,0.011833034,0.033519202,0.056715604,0.129256906,0.198508524,0.298105781,0.348311877,0.411711827,0.492737958,0.573236605,0.603455359,0.633209266,0.672631471,0.703333833,0.747698207,0.794675765,0.852479272,0.924935077,0.98233786,0.998557797,205188.0918,Bonyere,GHA,1124
2054,0,0,0,0,0,0,0,0,3.93E-05,0.000157128,0.001060612,0.005656597,0.011313195,0.024904741,0.041913815,0.079388773,0.106296893,0.138940174,0.177711435,0.230702754,0.253486271,0.276466198,0.304788467,0.336842519,0.381034686,0.445378481,0.519032093,0.641159602,0.837922772,0.980712574,25457,0,0,0,0,0,0,0,0,0.000987927,0.002941659,0.014178976,0.053995028,0.090729571,0.158328883,0.225430931,0.347225406,0.420663567,0.497796761,0.575276481,0.661891779,0.693520095,0.721962964,0.752898254,0.783191625,0.818518682,0.860646836,0.897984637,0.941645875,0.983586525,0.998769426,1744488.352,Boorama,SOM,9700
2055,0,0,0,0,0,0,0,3.08E-05,0.000138404,0.000353699,0.000476725,0.00138404,0.002060682,0.005074815,0.008903994,0.018315469,0.029879896,0.055669184,0.092407769,0.130007535,0.14506282,0.162593999,0.182462669,0.207836745,0.24188414,0.293232042,0.358804804,0.478001446,0.774524428,0.973518692,65027,0,0,0,0,0,0,0,0.001943021,0.007839355,0.013838871,0.016425268,0.029337088,0.036490301,0.060395847,0.084897837,0.133887818,0.184486082,0.282146706,0.401032219,0.500617782,0.534233557,0.56928769,0.604265962,0.643033906,0.686880431,0.740876008,0.794618501,0.862404436,0.962922144,0.997264781,2763546.305,Boosaaso,SOM,15729
2057,0,0,0,0,0,0,0,0,5.21E-05,0.000104275,0.000208551,0.001355579,0.002085506,0.004275287,0.007351408,0.012304484,0.018404588,0.027789364,0.039989572,0.061991658,0.075703858,0.092283629,0.113764338,0.144316997,0.185036496,0.243117831,0.33826903,0.511313869,0.779040667,0.973722628,19180,0,0,0,0,0,0,0,0,0.002832124,0.0045223,0.007187846,0.027906042,0.037591518,0.059008204,0.08261479,0.114188085,0.146709113,0.190341483,0.238178643,0.308300359,0.345542014,0.385848353,0.43196073,0.488866111,0.552873023,0.627433319,0.721768694,0.843319719,0.956108031,0.996689511,667959.3346,Bordj Badji Mokhtar,DZA,3549
2058,0,0,0,0,0,0,2.14E-05,0.00015014,0.000879394,0.002230659,0.004010896,0.009180018,0.015721854,0.030757352,0.048838556,0.080368059,0.110203119,0.151963623,0.205306394,0.267142827,0.292452223,0.32138644,0.352873045,0.387233769,0.428715441,0.480899985,0.553889711,0.669497887,0.872166098,0.984406838,46623,0,0,0,0,0,0,0.001473553,0.006530955,0.023495242,0.044430288,0.063932604,0.103394516,0.140700673,0.206328952,0.269776176,0.359580786,0.43111739,0.517814646,0.611662147,0.70091203,0.731799443,0.763392322,0.793638266,0.822301075,0.851488786,0.881472617,0.91387637,0.950227334,0.988228625,0.99915406,3631619.746,Bordj Bou Arreridj,DZA,19988
2059,0,0,0,0,0,0,0,0,0,0.000553403,0.001106807,0.002951485,0.006640841,0.01770891,0.028776978,0.060136506,0.094447519,0.14240915,0.203283527,0.283527025,0.318575909,0.356576277,0.394945582,0.436635307,0.479247371,0.538277071,0.613171002,0.722560413,0.882494005,0.983028961,5421,0,0,0,0,0,0,0,0,0,0.009081167,0.01539661,0.028954168,0.050915729,0.100768901,0.140707969,0.234240536,0.31965878,0.423930911,0.535733336,0.656868195,0.701539461,0.744781907,0.783277297,0.819494449,0.850875066,0.886366126,0.921431178,0.957550928,0.989177562,0.999011087,404067.6469,Bordj Bou Naama,DZA,2598
206,0,0,0,0,0,0,0,0,0,0,0,0.001096792,0.004661366,0.019193858,0.044420071,0.105566219,0.168631752,0.246778174,0.328214971,0.443103921,0.48779819,0.527831094,0.555799287,0.590348231,0.630929531,0.666301069,0.711543735,0.77707705,0.892240197,0.988209487,3647,0,0,0,0,0,0,0,0,0,0,0,0.006143179,0.02207266,0.072942878,0.143148545,0.281612677,0.402461658,0.532900303,0.647649544,0.780251826,0.823878132,0.858801678,0.88036948,0.903406125,0.926104675,0.942469921,0.958582184,0.97509828,0.992272001,0.999446903,355296.5911,Adogo/Eganyi/Iloshi/Ilubesechi,NGA,2301
2061,0,0,0,0,0,0,0,0,0.000332602,0.000931285,0.001796049,0.006385951,0.012040178,0.027672454,0.042639526,0.071974988,0.09911528,0.13849531,0.185791259,0.245260427,0.275926295,0.308720814,0.344708308,0.384420941,0.436173751,0.493115147,0.576199029,0.708241868,0.889709306,0.987294619,15033,0,0,0,0,0,0,0,0,0.008422401,0.018353191,0.028856666,0.066090027,0.099759876,0.172653529,0.22782566,0.315995238,0.384709807,0.47112256,0.558846566,0.648704798,0.688117363,0.725765466,0.762208324,0.797037781,0.835519922,0.870043761,0.909045336,0.953052475,0.989322746,0.999263694,1110731.911,Bordj Menaiel,DZA,6557
2063,0,0,0,0,0,0,0,0,0,0,0,0,0.000645856,0.003659849,0.007319699,0.012055974,0.019375673,0.035091496,0.075995694,0.145532831,0.188374596,0.239181916,0.291065662,0.351776103,0.420236814,0.48525296,0.559095802,0.681377826,0.847362756,0.975457481,4645,0,0,0,0,0,0,0,0,0,0,0,0,0.005342731,0.025306334,0.044675021,0.064562481,0.090445077,0.138647084,0.244924055,0.391170922,0.468844584,0.550966616,0.625344839,0.700402661,0.772438245,0.828002548,0.876876571,0.933868516,0.980634252,0.997891296,243636.4393,Boreda,ETH,1952
2066,0,0,0,0,0,0,0,0,0.000140667,0.000281334,0.000703334,0.001688001,0.003516669,0.005345337,0.008440006,0.011816008,0.017442678,0.025460684,0.043044029,0.082149388,0.107047405,0.146152764,0.192994795,0.256716838,0.343648896,0.444506963,0.552398368,0.690814461,0.858770573,0.980587987,7109,0,0,0,0,0,0,0,0,0.004628763,0.008795548,0.017054645,0.029689132,0.047249572,0.060650607,0.078780416,0.094742417,0.117153661,0.144892068,0.196142644,0.288945794,0.339484579,0.410284284,0.484895788,0.573436071,0.674980153,0.771876505,0.852604644,0.926104951,0.979122389,0.998195886,332334.8859,Boriziny (Port Berge),MDG,2443
207,0,0,0,0,0,0,0,0,0.000185048,0.000185048,0.000185048,0.002220577,0.005551443,0.012398224,0.022390822,0.045521836,0.063286454,0.097890452,0.149703923,0.224648409,0.26369356,0.306624722,0.358253146,0.420429312,0.487416728,0.562176166,0.633419689,0.727239082,0.867505551,0.984085862,5404,0,0,0,0,0,0,0,0,0.00514363,0.00514363,0.00514363,0.023054493,0.045325075,0.080371412,0.120439152,0.196430165,0.24526485,0.328131089,0.43276624,0.556276534,0.610990797,0.664636578,0.721718013,0.78120399,0.835532289,0.884958191,0.922025254,0.95614818,0.986648412,0.998926877,365827.6204,Adoka,NGA,2634
2070,0,0,0,0,0,0,0,0,0.000110387,0.000110387,0.000110387,0.000551937,0.000772712,0.004084336,0.009603709,0.024395629,0.035875924,0.050115907,0.068771388,0.098024064,0.111491335,0.13080914,0.153217794,0.183243184,0.243404349,0.310851087,0.395076719,0.544210178,0.808256982,0.976818633,9059,0,0,0,0,0,0,0,0,0.004633172,0.004633172,0.004633172,0.011490722,0.013939611,0.040987641,0.077144788,0.157087512,0.208927347,0.264905081,0.326654493,0.405614703,0.436394146,0.475849677,0.516513443,0.563293083,0.642460703,0.715845279,0.786061531,0.873957655,0.967771483,0.997509265,375271.633,Boschfontein,ZAF,2205
2072,0,0,0,0,0,0,0,0,0,0,0,0.000457875,0.001831502,0.004120879,0.005952381,0.007326007,0.01007326,0.013278388,0.019688645,0.032051282,0.043040293,0.062728938,0.090201465,0.155677656,0.238095238,0.33974359,0.447344322,0.613553114,0.80540293,0.967948718,2184,0,0,0,0,0,0,0,0,0,0,0,0.007091086,0.024433671,0.047085996,0.060601968,0.06925993,0.083564183,0.098229295,0.12266145,0.16041018,0.189759797,0.235818214,0.293130605,0.410638132,0.53665922,0.664216277,0.770446682,0.885364951,0.964749824,0.995914753,78180.0671,Bosobolo,COD,520
2073,0,0,0,0,0,0,0,0,0,0.000160265,0.000480795,0.001175276,0.001709493,0.003739516,0.005555852,0.008494043,0.010150115,0.014210161,0.020834446,0.036914365,0.049628719,0.069501576,0.10059298,0.155884396,0.237085314,0.359474331,0.528393611,0.71729259,0.87686308,0.983706395,18719,0,0,0,0,0,0,0,0,0,0.004562754,0.011966983,0.022056913,0.028275995,0.0457225,0.058408491,0.075043186,0.082874737,0.0996983,0.122543551,0.167963472,0.198680336,0.241762328,0.301155712,0.392449849,0.505992472,0.646286915,0.796026633,0.91730812,0.978600377,0.998113853,732001.7503,Bossangoa,CAF,4438
2074,0,0,0,0,0,0,0,0,0,0,0,0.000479962,0.001199904,0.002399808,0.00287977,0.005279578,0.007679386,0.010799136,0.015598752,0.029037677,0.038156947,0.060955124,0.089032877,0.14662827,0.20662347,0.286537077,0.415646748,0.617950564,0.805135589,0.969762419,4167,0,0,0,0,0,0,0,0,0,0,0,0.008602729,0.017723913,0.030069348,0.034100775,0.049901558,0.063119915,0.077795544,0.096920907,0.140909139,0.166423773,0.223348862,0.285308791,0.395985072,0.493373021,0.597919686,0.73004772,0.879167651,0.961681165,0.995947468,141090.9081,Bossembélé,CAF,861
2076,0,0,0,0,0,0,0,0.000115607,0.000982659,0.002023121,0.004277457,0.008265896,0.012427746,0.021907514,0.030462428,0.045144509,0.058612717,0.075375723,0.098092486,0.129190751,0.144566474,0.164219653,0.187745665,0.218786127,0.264971098,0.339132948,0.437861272,0.578959538,0.801040462,0.976011561,17300,0,0,0,0,0,0,0,0.007209521,0.036492816,0.059299556,0.094452121,0.137889788,0.171827936,0.231816427,0.274855252,0.335131495,0.381608465,0.431527665,0.489163278,0.553347691,0.580228613,0.611011839,0.643470591,0.680403444,0.726807876,0.788012595,0.851163088,0.915128934,0.974658963,0.998057577,939547.4969,Botleng,ZAF,4584
2077,0,0,0,0,0,0,0,0,0,0,9.99E-05,0.00019987,0.000449708,0.001299156,0.002798181,0.005396492,0.008044771,0.012791685,0.021985709,0.040023984,0.051566482,0.066256933,0.085444461,0.119822116,0.228501474,0.348773297,0.465497427,0.58516964,0.79783141,0.976765103,20013,0,0,0,0,0,0,0,0,0,0,0.002425912,0.004133964,0.007186515,0.015374405,0.02689038,0.043719495,0.05777163,0.079718224,0.115486213,0.172757295,0.204230845,0.239945287,0.281083584,0.344862741,0.512794143,0.670133555,0.787012693,0.872046535,0.959637007,0.997096354,697258.6136,Botleng,ZAF,4573
2078,0,0,0,0,0,0,0,0,0,0,0,0.000267738,0.000535475,0.004016064,0.011780455,0.033467202,0.055421687,0.090763052,0.146720214,0.233199465,0.280053548,0.322356091,0.366800535,0.415528782,0.462115127,0.517001339,0.59437751,0.714323963,0.881927711,0.993574297,3735,0,0,0,0,0,0,0,0,0,0,0,0.002123642,0.003892178,0.022971804,0.056538039,0.130588708,0.194522207,0.283293537,0.40379192,0.553812236,0.623609116,0.680117663,0.732180832,0.781653364,0.821763597,0.860070648,0.902150818,0.94810455,0.986295733,0.999538404,238622.8179,Botro,CIV,1726
2079,0,0,0,0,0,0,0,0,2.65E-05,0.000105901,0.000238278,0.001244341,0.002038601,0.00471261,0.006963014,0.011093167,0.017156019,0.029970083,0.054856901,0.102300707,0.124142861,0.148870827,0.18042943,0.225993487,0.302163035,0.40351063,0.510550422,0.631939848,0.822112202,0.975245559,37771,0,0,0,0,0,0,0,0,0.001044311,0.003165911,0.005741633,0.019366834,0.027269048,0.047416128,0.061218174,0.081484995,0.106922738,0.153276542,0.229624022,0.348997962,0.395672466,0.442936327,0.496114088,0.562284813,0.656292224,0.758231747,0.842971874,0.910086014,0.972741192,0.997513793,1677282.519,Botshabelo (A),ZAF,11413
208,0,0,0,0,0,0,0,5.53E-05,5.53E-05,0.000110613,0.000276533,0.001382667,0.002378187,0.004866987,0.007355788,0.013937282,0.02013163,0.030086831,0.046955368,0.08251756,0.104750843,0.131353354,0.171118854,0.224047343,0.302195675,0.395885183,0.50190808,0.662573973,0.866600299,0.983352691,18081,0,0,0,0,0,0,0,0.003155911,0.003155911,0.004596016,0.007873544,0.023105738,0.033206847,0.052086384,0.067450448,0.100410355,0.126535652,0.162812823,0.214765546,0.303775882,0.351226993,0.402052057,0.469017986,0.546259416,0.642926654,0.737811327,0.821198031,0.91034561,0.979054145,0.998309325,801541.7081,Adola,ETH,5464
2080,0,0,0,0,0,0,0,2.78E-05,0.00055517,0.002331714,0.003747398,0.005107564,0.006190146,0.009049271,0.011963914,0.02018043,0.031228314,0.051047883,0.083636364,0.132074948,0.152643997,0.178986815,0.208688411,0.250159611,0.315808466,0.414323387,0.515863983,0.654573213,0.837390701,0.976932686,36025,0,0,0,0,0,0,0,0.001417317,0.020585472,0.06017106,0.083793738,0.100133813,0.109332514,0.127805472,0.143091608,0.177681747,0.217000085,0.278206682,0.363331011,0.467019456,0.504413737,0.547152317,0.589616538,0.64095145,0.709501885,0.794144901,0.861837481,0.927000101,0.978885628,0.998022888,1883417.585,Botshabelo (B),ZAF,11377
2081,0,0,0,0,0,0,0,0,0,0.000205973,0.000274631,0.000892551,0.001304497,0.002952283,0.004050807,0.006934432,0.010985239,0.019498798,0.035152763,0.066186062,0.081496739,0.102986612,0.128664607,0.1671816,0.249914178,0.402197048,0.566906969,0.676347408,0.840714041,0.979128047,14565,0,0,0,0,0,0,0,0,0,0.005833115,0.007108887,0.015432722,0.02007312,0.033505873,0.040749073,0.056357906,0.074634344,0.108008684,0.159915329,0.243638069,0.278976008,0.323402453,0.370102155,0.430587732,0.54058815,0.706009226,0.848551328,0.914420943,0.973494513,0.997727364,597694.7736,Botshabelo (B),ZAF,3640
2082,0,0,0,0,0,0,0,0,0,0.000314367,0.001257466,0.002829299,0.004715498,0.007701981,0.011317196,0.020276643,0.031279472,0.056114429,0.101697579,0.18091795,0.215498271,0.25573719,0.302420622,0.354762653,0.412606099,0.471864194,0.551556114,0.674159069,0.871581264,0.981923923,6362,0,0,0,0,0,0,0,0,0,0.006577645,0.020266166,0.037512223,0.052289881,0.070659778,0.087920541,0.122452471,0.158249688,0.228745254,0.337690894,0.491923562,0.549422218,0.609195434,0.67037797,0.73005985,0.785774345,0.832247375,0.880968268,0.933316065,0.984249957,0.998641529,363617.6099,Bou Arada,TUN,2625
2086,0,0,0,0,0,0,0,0,0.000331199,0.000993597,0.001324796,0.00298079,0.005409583,0.014131155,0.021307132,0.039302274,0.058732612,0.091410907,0.151026717,0.243100022,0.280304703,0.319165379,0.360234047,0.404393906,0.460145728,0.518988739,0.597041289,0.711856922,0.889710753,0.985316847,9058,0,0,0,0,0,0,0,0,0.010138274,0.02195,0.026220185,0.040412717,0.056236318,0.10047397,0.129460216,0.188255089,0.241909912,0.320070998,0.441060076,0.593403779,0.645837287,0.69478239,0.740427986,0.782861917,0.828174979,0.867226953,0.907249729,0.948923331,0.988530091,0.999091036,611131.1153,Bou Salem,TUN,4168
2087,0,0,0,0,0,0,0,0,3.32E-05,6.64E-05,0.000597669,0.00371883,0.008168144,0.020785603,0.035627719,0.067569811,0.09333599,0.127071089,0.175482286,0.237208221,0.26340605,0.292193778,0.322641697,0.353654082,0.395822957,0.445894345,0.51306571,0.629113125,0.82906664,0.977886244,30117,0,0,0,0,0,0,0,0,0.001048991,0.001553827,0.008234788,0.035646723,0.065379451,0.130178587,0.190707842,0.296825539,0.369119008,0.450802328,0.550047731,0.653824335,0.691173509,0.727835011,0.762070123,0.792256984,0.826956541,0.860757686,0.895814483,0.938349369,0.982150436,0.998564541,2008159.257,Bouafle,CIV,11921
2088,0,0,0,0,5.70E-06,5.70E-06,1.71E-05,0.000119751,0.000319336,0.000958007,0.002132707,0.007481581,0.015060104,0.033222326,0.053511553,0.097266258,0.129000251,0.170536712,0.218881869,0.274229602,0.29823681,0.323641112,0.351303574,0.382741041,0.42048539,0.467416345,0.532321343,0.64005155,0.824981182,0.973090258,175364,0,0,0,0,0.00088762,0.00088762,0.001776817,0.006087152,0.010818356,0.020466733,0.033232397,0.074264922,0.117475347,0.197438636,0.268559873,0.39409423,0.470595163,0.557418137,0.642860992,0.722853403,0.752227019,0.780076227,0.806799707,0.83309171,0.859802685,0.88688888,0.915935808,0.949949409,0.984654425,0.998500078,13601281.82,Bouake,CIV,73738
2090,0,0,0,0,0,0,0,0,0,0,0,0.000134445,0.000537779,0.002151116,0.003630008,0.008335574,0.013578919,0.026620059,0.044232321,0.080397956,0.102850229,0.132293627,0.170744824,0.235278301,0.311374025,0.401183114,0.516940038,0.672358161,0.838666308,0.973245496,7438,0,0,0,0,0,0,0,0,0,0,0,0.002317554,0.006463664,0.018973172,0.028373939,0.052104761,0.074564906,0.123176257,0.178971664,0.272215727,0.321599317,0.379787776,0.446422144,0.543276463,0.640581158,0.734134579,0.827831035,0.916692621,0.975146221,0.997177807,320566.5354,Bouansa,COG,2316
2091,0,0,0,0,0,0,0,0.000271813,0.000951345,0.003261756,0.00502854,0.010736613,0.017124219,0.035335689,0.051508562,0.082902963,0.107366132,0.14079913,0.190269095,0.261891818,0.288801305,0.318972547,0.349415602,0.388556673,0.434221256,0.482060342,0.553003534,0.663223702,0.857298179,0.980973091,7358,0,0,0,0,0,0,0,0.010201567,0.027562171,0.06061635,0.080614884,0.124708595,0.16038806,0.24020348,0.296271146,0.385527309,0.443330005,0.512259168,0.598038114,0.700391836,0.732828067,0.765270848,0.794211246,0.826445415,0.858307904,0.885588496,0.916729746,0.951081796,0.98730414,0.998939406,579343.2611,Bouaouadja,DZA,3195
2092,0,0,0,0,0,0,0,0,0,3.02E-05,3.02E-05,0.00051344,0.00102688,0.002416188,0.003775294,0.005496829,0.00742978,0.010178194,0.014678345,0.024463908,0.032346723,0.043612202,0.060857747,0.093506494,0.140501359,0.208939897,0.32678949,0.555421323,0.814346119,0.973180308,33110,0,0,0,0,0,0,0,0,0,0.001458901,0.001458901,0.011191474,0.018820858,0.034464579,0.046997644,0.059644931,0.071706029,0.086746281,0.107266852,0.143634014,0.168663213,0.200480172,0.243541906,0.314000262,0.400234383,0.502204111,0.638600173,0.827668296,0.957922106,0.995991666,988831.8481,Bouar,CAF,4652
2096,0,0,0,0,0,0,0,0,0,0,0,0.000229043,0.000687128,0.001832341,0.002061383,0.002977554,0.003893724,0.005955108,0.008016491,0.012368301,0.018552451,0.031607879,0.065964269,0.131928539,0.232020156,0.384104443,0.544663307,0.706367384,0.84333486,0.975950527,4366,0,0,0,0,0,0,0,0,0,0,0,0.003879533,0.009372007,0.020231467,0.021957678,0.027720912,0.032483322,0.041637896,0.049418089,0.062567751,0.078886207,0.109930183,0.181184661,0.29971678,0.452719738,0.643314654,0.800148208,0.915110362,0.971460587,0.996938553,156158.9183,Bouca,CAF,1013
2097,0,0,0,0,0,0,0,0,0,0,0.000279877,0.000559754,0.000839631,0.004757907,0.012314582,0.04002239,0.068849706,0.11390988,0.17436328,0.247411139,0.282675623,0.308144416,0.337811363,0.3736356,0.421214666,0.47774979,0.558354324,0.681780017,0.872935908,0.982087881,3573,0,0,0,0,0,0,0,0,0,0,0.003672403,0.00588664,0.008039012,0.029080443,0.060985494,0.156849068,0.240767777,0.355098958,0.484628407,0.61292572,0.665430436,0.699376333,0.734325815,0.77034165,0.811070735,0.850695318,0.894200721,0.941158195,0.985834041,0.998764931,228038.8443,Boucharef,DZA,1505
2098,0,0,0,0,0,0,0,0,0.000147189,0.000735943,0.001324698,0.003679717,0.008389756,0.01810421,0.031939947,0.068295555,0.102001766,0.160435679,0.230791875,0.329261113,0.369738004,0.405504857,0.44127171,0.482631734,0.526641154,0.576243744,0.638651752,0.736385046,0.890197233,0.985575508,6794,0,0,0,0,0,0,0,0,0.002915857,0.010712453,0.01657125,0.034345803,0.06022028,0.101598782,0.147761656,0.246379675,0.324066124,0.441043182,0.560005663,0.696690548,0.744414947,0.782065193,0.815243546,0.848396579,0.878494732,0.906036963,0.932791023,0.962667029,0.990509496,0.99921497,548709.4163,Bouchegouf,DZA,3578
2099,0,0,0,0,0,0,0,0,6.55E-05,0.000289985,0.000654805,0.002432134,0.004901686,0.011449739,0.020401863,0.042842978,0.065845354,0.102467681,0.154131822,0.225000468,0.255626649,0.286720548,0.320162392,0.35955361,0.411376775,0.474509364,0.556126172,0.681540102,0.864848179,0.982170586,106902,0,0,0,0,0,0,0,0,0.001910275,0.006080472,0.010873132,0.027287948,0.044567762,0.079637325,0.117799446,0.195777862,0.263284841,0.356585856,0.467981777,0.593098624,0.638875817,0.680467692,0.719908961,0.760106253,0.804844277,0.849398608,0.894093753,0.942605053,0.985189412,0.998777921,6787473.745,Boudjima,DZA,43977
2102,0,0,0,0,0,0,0,6.90E-05,0.000759039,0.00269114,0.006279327,0.014628761,0.022633177,0.042230196,0.060171129,0.088393596,0.110681755,0.143527463,0.186171681,0.243582666,0.268699972,0.299544576,0.331493238,0.372619376,0.420024841,0.477090809,0.561068176,0.686585702,0.878760696,0.984543196,14492,0,0,0,0,0,0,0,0.003057966,0.019873028,0.047763418,0.085683286,0.14859071,0.193053945,0.277506616,0.338768739,0.417694611,0.469456787,0.535993681,0.608829127,0.689136182,0.718965648,0.75172363,0.78166493,0.814863439,0.847307676,0.879266152,0.915644987,0.954123637,0.989343699,0.999188503,1161063.298,Boufarik,DZA,6087
2104,0,0,0,0,0,0,0,0,0,0.001597444,0.002396166,0.005191693,0.008785942,0.019968051,0.034345048,0.059904153,0.090255591,0.132188498,0.195686901,0.286741214,0.334265176,0.381389776,0.424920128,0.469648562,0.517571885,0.583067093,0.663738019,0.768769968,0.917731629,0.988817891,2504,0,0,0,0,0,0,0,0,0,0.024364872,0.033541252,0.054710571,0.074416515,0.122426448,0.172849658,0.244362264,0.316270458,0.4019599,0.51222263,0.641286848,0.698571712,0.749058274,0.790225559,0.827024621,0.860044416,0.896697138,0.93186351,0.965110207,0.992684059,0.999433263,197619.3651,Bouficha,TUN,1296
2105,0,0,0,0,0,0,0,0,0.000247831,0.000495663,0.001982652,0.008550186,0.017596035,0.035687732,0.056133829,0.09826518,0.135563817,0.188228005,0.256009913,0.333705081,0.367286245,0.401239157,0.431722429,0.471995043,0.517224287,0.573358116,0.642874845,0.742750929,0.904213135,0.989714994,8070,0,0,0,0,0,0,0,0,0.004630746,0.007914531,0.022054947,0.06620033,0.11211142,0.181580818,0.244729264,0.350062579,0.429175909,0.525863536,0.631071898,0.72963987,0.765700719,0.798296928,0.824007874,0.853632945,0.881838541,0.910263681,0.937516028,0.965193174,0.992228821,0.99950008,712702.6046,Bougaa,DZA,4174
2106,0,0,0,0,0,0,0,6.34E-05,0.00019021,0.000602333,0.001775298,0.005896525,0.00960563,0.021430383,0.035664469,0.065971342,0.094249303,0.137078367,0.197406797,0.271398681,0.305921887,0.342886127,0.379723561,0.421791783,0.469185899,0.523332488,0.59275932,0.705142024,0.877916561,0.985829318,31544,0,0,0,0,0,0,0,0.002191919,0.00496596,0.011156497,0.024571721,0.05754006,0.079751921,0.133968081,0.185594385,0.275006058,0.345567699,0.438041119,0.548433444,0.658943621,0.702729767,0.744729843,0.781625157,0.818203529,0.852923293,0.885307502,0.917677837,0.954681084,0.988405361,0.999186577,2360676.846,Bougara,DZA,14800
2108,0,0,0,0,0,0,0,0.000175408,0.000175408,0.000701631,0.001929486,0.006840905,0.014208034,0.031047185,0.051920716,0.095597264,0.132608314,0.18295036,0.246447992,0.321171724,0.356253289,0.393790563,0.432906508,0.471320821,0.515699,0.563760744,0.630240309,0.722855639,0.885458691,0.985090335,5701,0,0,0,0,0,0,0,0.006077779,0.006077779,0.014232621,0.025586613,0.058602455,0.096530843,0.16283737,0.228702255,0.342114423,0.422598165,0.517376251,0.619164262,0.716365641,0.755220877,0.792493879,0.826692944,0.855887334,0.884195315,0.90943628,0.936251584,0.962746577,0.990559842,0.99924883,488990.6384,Bougtoub,DZA,2940
2109,0,0,0,0,0,0,0,0,0.000460299,0.000920598,0.001841197,0.006904488,0.012428078,0.027848101,0.047871116,0.083084005,0.111392405,0.151668585,0.204142693,0.27410817,0.304487917,0.338319908,0.378596087,0.415880322,0.461219793,0.519447641,0.593095512,0.719447641,0.895051784,0.986881473,4345,0,0,0,0,0,0,0,0,0.010335113,0.017292272,0.026621205,0.067182097,0.09786001,0.165416991,0.234744277,0.33533821,0.402468593,0.485329154,0.577660959,0.67803757,0.714845395,0.751389331,0.78988383,0.820827587,0.852762404,0.885865643,0.918121445,0.95759247,0.990618041,0.999268943,340901.9398,Bouguirat,DZA,2004
2110,0,0,0,0,0,0,0,0,0,0.000221484,0.000664452,0.003543743,0.006866002,0.019490587,0.037209302,0.074861573,0.119379845,0.171650055,0.240974529,0.316722038,0.349723145,0.386046512,0.417940199,0.447619048,0.492801772,0.539756368,0.615060908,0.713178295,0.87530454,0.986710963,4515,0,0,0,0,0,0,0,0,0,0.003680554,0.008079451,0.029343355,0.047802906,0.101991648,0.162544954,0.267267657,0.371999782,0.477963493,0.598153855,0.705128731,0.744601607,0.783598211,0.813728524,0.837951554,0.869260191,0.895803744,0.928627566,0.959112145,0.988782262,0.99928532,358071.3737,Bouhadjar,DZA,2225
2111,0,0,0,0,0,0,0,0,0,0,0.00022242,0.002224199,0.004225979,0.010676157,0.020685053,0.042927046,0.065391459,0.086076512,0.129225979,0.191503559,0.227535587,0.273354093,0.321174377,0.378558719,0.43705516,0.509786477,0.597642349,0.724199288,0.895462633,0.986654804,8992,0,0,0,0,0,0,0,0,0,0,0.003071121,0.0215477,0.035323848,0.071128404,0.114295474,0.19244894,0.258992749,0.312209722,0.405322302,0.516016354,0.570189243,0.631763394,0.688405501,0.747432408,0.798311782,0.850085287,0.898625924,0.94818986,0.988240554,0.999081958,566911.6682,Bouhanifia,DZA,3930
2112,0,0,0,0,0,0,0,0,0,0,0.000573614,0.00458891,0.010133843,0.023900574,0.041300191,0.077055449,0.11376673,0.16749522,0.230210325,0.299808795,0.329636711,0.362141491,0.391969407,0.431166348,0.476481836,0.526959847,0.594263862,0.701720841,0.872466539,0.980497132,5230,0,0,0,0,0,0,0,0,0,0,0.006446298,0.036458565,0.06825718,0.128284937,0.189404113,0.290953653,0.379273292,0.490678175,0.600472645,0.700010128,0.736162055,0.77156577,0.800229012,0.83280341,0.86454795,0.8933584,0.92299784,0.956762276,0.988571649,0.998921554,408718.3305,Bouhmar,DZA,2492
